item,itemLabel,position,positionLabel,startDate,endDate
Q551904,Su Tseng-chang,,Premier,,
Q5090717,Chen Chi-mai,,Vice Premier,,
Q16150359,Shen Jong-chin,,Vice Premier,,
Q38876935,Li Meng-yen,,Secretary-General,,
Q8348841,Hsu Kuo-yung,,Interior,,
Q6288088,Joseph Wu,,Foreign Affairs,,
Q15914789,Yen Teh-fa,,National Defense,,
Q19825815,Chiu Kuo-cheng,,National Defense,,
Q9340026,Su Jain-rong,,Finance,,
Q23954823,Pan Wen-chung,,Education,,
Q55505798,Tsai Ching-hsiang,,Justice,,
Q16150359,Shen Jong-chin,,Economic Affairs,,
Q15918515,Wang Mei-hua,,Economic Affairs,,
Q6550004,Lin Chia-lung,,Transportation and Communications,,
Q24851744,Wang Kwo-tsai,,Transportation and Communications,,
Q50170749,Hsu Ming-chun,,Labor,,
Q28655382,Chen Shih-chung,,Health and Welfare,,
Q40272747,Hsueh Jui-yuan,,Health and Welfare,,
Q8351107,Cheng Li-chun,,Culture,,
Q9206928,Lee Yung-te,,Culture,,
Q15915252,Chen Liang-gee,,Science and Technology,,
Q26265161,Wu Tsung-tsong,,Science and Technology,,
Q15025,Audrey Tang,,Digital Affairs,,
