item,itemLabel,startDate,endDate,sourceDate,psid
Q8272912,Steve Chan,1997-09-01,2000-05-19,2022-11-20,Q8272912-372CE619-EBBE-4FC2-82AC-DA9E29192C7A
Q8997000,Lee Ming-liang,2000-05-20,2002-08-31,2022-11-20,Q8997000-AE0FBDD4-1B32-4661-8B64-233E16ECC714
Q8350363,Twu Shiing-jer,2002-09-01,2002-12-31,2022-11-20,Q8350363-E5621CF8-75B6-4CEB-ACC8-E810EFD0C6EC
Q8350363,Twu Shiing-jer,2002-12-31,2003-05-18,2022-11-20,Q8350363-10AF30D2-EB8B-4F82-B4C1-71372356E38C
Q9182314,Chen Chien-jen,2003-05-18,2005-02-01,2022-11-20,Q9182314-285C3F45-9414-417F-BE7F-F07A1D6CB786
Q115299064,Wang Hsiu-hong,2005-02-02,2005-02-16,2022-11-20,Q115299064-AF1B0458-5C63-446B-B6E1-C6C4966D0DD6
Q8970101,Hou Sheng-mao,2005-02-17,2008-05-19,2022-11-20,Q8970101-6C2015B6-F62D-4E7D-A419-DEFB6A89E621
Q9293935,Lin Fang-yue,2008-05-20,2008-09-25,2022-11-20,Q9293935-819616E4-7850-47C7-97F9-AA1FD149A7B0
Q8278814,Yeh Ching-chuan,2008-09-26,2009-08-06,2022-11-20,Q8278814-E0638532-3FE9-4E6F-8D88-F6A761BB6372
Q8279546,Yang Chih-liang,2009-08-06,2011-02-08,2022-11-20,Q8279546-35457300-E6ED-4F44-9EE6-EDAAAB872D37
Q7982222,Chiu Wen-ta,2011-02-08,2013-07-22,2022-11-20,Q7982222-1528D106-D9AD-414D-99D2-6AFB9AD847FF
Q7982222,Chiu Wen-ta,2013-07-23,2014-10-03,2022-11-20,Q7982222-BCC67BBE-892C-40A3-9C3D-057B34C2D9E5
Q16122971,Lin Tzou-yien,2014-10-03,2014-10-22,2022-11-20,Q16122971-D34E2498-E10E-4B37-B79C-AEDF4B591DA7
Q16241509,Chiang Been-huang,2014-10-22,2016-05-19,2022-11-20,Q16241509-E779A3FF-6374-448B-A517-C0432B48591D
Q16122971,Lin Tzou-yien,2016-05-20,2017-02-07,2022-11-20,Q16122971-B922D8E3-18A7-4049-B78D-1D23510E85C9
Q28655382,Chen Shih-chung,2017-02-08,2022-07-18,,Q28655382-058AFC82-1F18-4517-93D1-D496D483A4ED
Q40272747,Hsueh Jui-yuan,2022-07-18,,,Q40272747-440FE296-8B43-44BC-BB11-3CFE79A3E4B4
