position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q702650,Premier of the Republic of China,Q865,Taiwan,Q865,Taiwan,1928-01-01,,,,,,Q13644819,Vice Premier of the Republic of China,Q4907617,list of premiers of the Republic of China
Q707830,Vice President of the Republic of China,Q865,Taiwan,Q865,Taiwan,1948-05-20,,,,,,,,Q6603527,list of vice presidents of the Republic of China
Q887003,President of the Republic of China,Q865,Taiwan,Q865,Taiwan,1912-01-01,,Q10926886,Chairman of the National Government of China,,,Q707830,Vice President of the Republic of China,Q858092,list of presidents of the Republic of China
Q2482650,Minister of Foreign Affairs of the Republic of China,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q6310593,Member of the Legislative Yuan,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q6310674,Mayor of Taipei,Q865,Taiwan,Q1867,Taipei,1945-01-01,,,,,,,,,
Q6797771,Mayor of New Taipei,Q865,Taiwan,Q244898,New Taipei,2010-12-25,,Q16239926,Magistrate of Taipei County,,,,,,
Q6797822,Mayor of Taichung,Q865,Taiwan,Q245023,Taichung,,,Q15905433,Magistrate of Taichung County,,,,,,
Q6797825,Mayor of Tainan,Q865,Taiwan,Q140631,Tainan,,,Q50293073,Magistrate of Tainan County,,,,,,
Q7241342,President of the Legislative Yuan,,,Q865,Taiwan,1928-03-13,,,,,,,,,
Q9384607,Representative of the Republic of China to the United States,Q30,United States of America,,,,,,,,,,,,
Q10781865,Vice Chairperson of the Kuomintang,,,,,,,,,,,,,,
Q10876310,Minister of Transportation and Communications of the Republic of China,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q10876443,"Secretary-General to the President, Republic of China",Q865,Taiwan,,,1948-01-01,,,,,,,,,
Q10876487,ambassador of Republic of China to Holy See,,,,,1943-01-26,,,,,,,,Q26185748,list of ambassadors of China to the Holy See
Q11078943,Minister Without Portfolio,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q11812506,Mayor of Kaohsiung,Q865,Taiwan,Q13178092,Kaohsiung City,1924-01-01,,Q65680093,county magistrates of Kaohsiung,,,,,,
Q13644819,Vice Premier of the Republic of China,Q865,Taiwan,Q865,Taiwan,1928-01-01,,,,,,,,,
Q15902915,Secretary General of the Executive Yuan,Q865,Taiwan,,,1928-01-01,,,,,,,,Q41715117,list of Secretaries-General of the Executive Yuan
Q15909024,President of the Control Yuan,Q865,Taiwan,,,,,,,,,,,Q6594743,list of Presidents of the Control Yuan
Q15932850,spouse of the president of the Republic of China,Q865,Taiwan,,,,,,,,,,,,
Q16056439,Chairperson of the Kuomintang,,,,,1912-01-01,,,,,,,,,
Q20789094,Minister of Environmental Protection Administration of the Executive Yuan,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q21449248,Minister of National Defense of the Republic of China,Q865,Taiwan,,,,,,,,,,,,
Q25054244,Vice President of the Legislative Yuan,Q865,Taiwan,,,1928-03-13,,,,,,,,,
Q40338126,representative of the Republic of China to Canada,Q16,Canada,,,,,,,,,,,,
Q50306671,Mayor of Taoyuan,Q865,Taiwan,Q115256,Taoyuan,2014-01-01,,Q10781685,Magistrate of Taoyuan County,,,,,Q429146,list of Mayors of Taoyuan
Q60595885,Minister of Indigenous Affairs,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q63253507,member of the National Assembly of the Republic of China,Q865,Taiwan,,,,,,,,,,,,
Q106361604,Minister of Justice,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q108022269,Minister of interior of Taiwan,Q865,Taiwan,Q865,Taiwan,,,,,,,,,,
Q109350932,ambassador of the Republic of China to Nicaragua,Q811,Nicaragua,,,,,,,,,,,Q109350903,list of ambassadors of the Republic of China to Nicaragua
Q110638369,Taiwanese representative to Japan,Q17,Japan,,,,,,,,,,,,
Q110638654,Taiwanese representative to Spain,Q29,Spain,,,,,Q111079458,Ambassador of the Republic of China in Spain,,,,,,
Q110714329,representative of Taiwan to the Russian Federation,Q159,Russia,,,,,Q110714313,ambassador of Taiwan to the Soviet Union,,,,,,
Q113630396,Minister of Digital Affairs,Q865,Taiwan,Q865,Taiwan,2022-08-27,,,,,,,,,
Q114894847,Minister of Economic Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114894853,Minister of Education,,,Q865,Taiwan,,,,,,,,,,
Q114894856,Minister of Finance,,,Q865,Taiwan,,,,,,,,,,
Q114894860,Minister of Health and Welfare,,,Q865,Taiwan,,,,,,,,,,
Q114894866,Minister of Labor,,,Q865,Taiwan,,,,,,,,,,
Q114894927,Minister of Science and Technology,,,Q865,Taiwan,,,,,,,,,,
Q114894988,Minister of Culture,,,Q865,Taiwan,,,,,,,,,,
Q114894998,Minister of Hakka Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114895338,Minister of Agriculture,,,Q865,Taiwan,,,,,,,,,,
Q114895384,Minister of Mainland Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114895405,Minister of Ocean Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114895411,"Minister of Budget, Accounting and Statistics",,,Q865,Taiwan,,,,,,,,,,
Q114895418,Minister of Veterans Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114895432,Minister of Atomic Energy,,,Q865,Taiwan,,,,,,,,,,
Q114895586,Minister of National Development,,,Q865,Taiwan,,,,,,,,,,
Q114895656,Minister of Personnel Administration,,,Q865,Taiwan,,,,,,,,,,
Q114895676,Minister of Overseas Community Affairs,,,Q865,Taiwan,,,,,,,,,,
Q114895726,Minister of Public Construction,,,Q865,Taiwan,,,,,,,,,,
Q114895734,Governor of the Central Bank of the Republic of China,Q865,Taiwan,,,,,,,,,,,,
Q114895780,Chairperson of the National Communications Commission,,,Q865,Taiwan,,,,,,,,,,
Q114895801,Chairperson of the Financial Supervisory Commission,,,Q865,Taiwan,,,,,,,,,,
Q114895807,Chairperson of the Central Election Commission,,,Q865,Taiwan,,,,,,,,,,
Q114895813,Chairperson of the Fair Trade Commission,,,Q865,Taiwan,,,,,,,,,,
Q114895828,Director of the National Palace Museum,,,Q865,Taiwan,,,,,,,,,,
Q115123809,Minister of Mongolian and Tibetan Affairs,,,Q865,Taiwan,,,,,,,,,,
Q115202966,Minister of Economic Planning and Development,,,Q865,Taiwan,,,,,,,,,,
Q115911928,Representative of Taiwan in the United Kingdom,,,,,,,,,,,,,,
Q115912092,ambassador of Taiwan to Mongolia,,,,,,,,,,,,,,
Q115912098,ambassador of Taiwan to the Czech Republic,,,,,,,,,,,,,,
Q115912324,ambassador of Taiwan to the European Union,,,,,,,,,,,,,,
Q115912400,ambassador of Taiwan to Australia,,,,,,,,,,,,,,
Q115912454,ambassador of Taiwan to Indonesia,,,,,,,,,,,,,,
Q115912464,ambassador of Taiwan to Thailand,,,,,,,,,,,,,,
Q115912583,ambassador of Taiwan to New Zealand,,,,,,,,,,,,,,
