position,title
Q887003,President
Q707830,Vice President
Q702650,Premier
Q13644819,Vice Premier
Q15902915,Secretary General
Q114895338,Minister of Agriculture
Q114895432,Minister of Atomic Energy
Q114895411,"Minister of Budget, Accounting and Statistics"
Q114894988,Minister of Culture
Q21449248,Minister of Defence
Q113630396,Minister of Digital Affairs
Q114894847,Minister of Economic Affairs
Q115202966,Minister of Economic Planning and Development
Q114894853,Minister of Education
Q20789094,Minister of Environmental Protection
Q114894856,Minister of Finance
Q2482650,Minister of Foreign Affairs
Q114894998,Minister of Hakka Affairs
Q114894860,Minister of Health and Welfare
Q60595885,Minister of Indigenous Affairs
Q108022269,Minister of Interior
Q106361604,Minister of Justice
Q114894866,Minister of Labour
Q114895384,Minister of Mainland Affairs
Q115123809,Minister of Mongolian and Tibetan Affairs
Q114895586,Minister of National Development
Q114895405,Minister of Ocean Affairs
Q114895676,Minister of Overseas Community Affairs
Q114895656,Minister of Personnel Administration
Q114895726,Minister of Public Construction
Q114894927,Minister of Science and Technology
Q10876310,Minister of Transportation and Communications
Q114895418,Minister of Veterans Affairs
Q11078943,Minister Without Portfolio
Q114895807,Chairperson of the Central Election Commission
Q114895813,Chairperson of the Fair Trade Commission
Q114895801,Chairperson of the Financial Supervisory Commission
Q114895780,Chairperson of the National Communications Commission
Q114895828,Director of the National Palace Museum
Q114895734,Governor of the Central Bank
Q7241342,President of the Legislative Yuan
